carcinoma	m. | gr.
carcinomatoso	adj.
carcinose	f. | Med. | gr.
cárcola	f. | Cf. | p. | Cp. | cast.
carcoma	f.
carcome	m. | Cf.
carcomer	v. t. | ﬁg. | pref.
carcomido	adj.
carçonista	m.
çarçoso	adj.
cárcova	f. | des. | Cp.
carcunda	f. | m. | Adj. | quimb.
carda	f. | Cp.
cardação	f.
cardaço	m. | Prov. beir.
cardada	f.
cardadeira	f.
cardador	m.
cardadura	f.
cardagem	f.
cardal	m. | Prov. alent.
cardamina	f. | gr.
cardamomo	m. | lat.
cardanha	f. | Prov. dur.
cardanho	m. | Prov. trasm. | pop.
cardão	adj.
cardar	v. t. | Gír.
cardazola	f. | Prov. alent.
cardeal	m. | Adj. | lat.
cardeal-americano	m.
cardeal-de-popa	m.
cardeal-do-japão	m. | Bras.
cardealado	m.
cardear	v. t. | Prov. beir.
cardeiro	m.
cardenho	m. | Cf.
cardenilho	m.
cárdeno	adj. | Ant.
cárdeo	adj. | cast.
cardete	m. | Prov. beir.
cárdia	f. | gr.
cardíaca	f. | Bot.
cardiáceas	f. pl.
cardíaco	adj. | m. | gr.
cardialgia	f. | gr.
cardiálgico	adj.
cardialina	f.
cárdice	f.
cardiço	m.
cardido	adj.
cardiectasia	f. | Med. | gr.
cardiguera	f. | Bras.
cardim	adj.
cardina	f. | ext. | pop.
cardina	f. | gr.
cardinal	adj. | Arith. | lat.
cardinala	f. | V.
cardinalado	m. | lat.
cardinalato	m.
cardinalício	adj. | lat.
cardinha	f. | t.
cardinho	m.
cardinífero	adj. | lat.
cardiocele	f. | Med. | gr.
cardiografia	f. | gr.
cardiógrafo	m. | gr.
cardiograma	m. | Med. | gr.
cardiogramma	m. | Med. | gr.
cardiographia	f. | gr.
cardiógrapho	m. | gr.
cardiola	f. | Prov. trasm.
cardiologia	f. | gr.
cardiopathia	f. | Med. | gr.
cardiopatia	f. | Med. | gr.
cardiopericardite	f. | Med.
cardiopétalo	adj. | Bot. | gr.
cardioplegia	f. | Med. | gr.
cardióptero	adj. | gr.
cardioptose	f. | Med. | gr.
cardiorhaphia	f. | Med. | gr.
cardiorhexia	f. | Med. | gr.
cardiorrafia	f. | Med. | gr.
cardiorrexia	f. | Med. | gr.
cardiospermo	m. | gr.
cardita	f.
cardite	f.
cardítico	adj.
cardo	m. | Adj. | ﬁg. | Ant. | lat.
cardo-de-santa-maria	m.
cardo-mariano	m. | fam.
cardo-palmatória	m. | Bras.
cardo-penteador	m.
cardo-santo	m.
cardoça	f. | prov.
cardoçada	f. | prov.
cardoeira	f.
cardómetro	m. | gr.
cardosa	f.
cardosa	f. | t.
carduça	f.
carduçador	m.
carduçar	v. t.
cardume	m.
carduncello	m. | lat.
carduncelo	m. | lat.
careação	f. | V.
careador	m. e adj.
carear	v. t.
carear	v. t. | V.
careca	m. | f. | Adj. | mal. | Prov. dur. | Gír.
careca	m. | prov. | as.
carecente	adj.
carecer	v. i. | lat.
carecido	adj. | rev.
carecimento	m. | V.
careio	m. | t.
careiro	adj.
carel	f. | Prov. alg. | us. | loc. prep.
carélio	m.
carena	f. | Prov. trasm. | lat.
carenar	v. t.
carência	f. | lat.
carente	adj.
carepa	f. | Prov. alg.
carestia	f. | rad. | lat.
carestioso	adj. | des.
careta	f. | Gír. | m. | Bras. | n.
careteira	f.
caretete	m.
careto	m. | Prov. trasm. | t. | Adj. | Cp.
cárevo	m. | Ant.
careza	f. | b. lat.
carfologia	f. | gr.
carfológico	adj.
carga	f. | fam. | Bras. | n. | pop. | Ant.
çargaço	m.
cargar	v. t. | Cf. | contr.
cargo	m.
çarguça	f. | Ant. | Cp.
cargueiro	m. e adj. | Bras. | S.
carguejar	v. i. | v. t.
cariacu	m. | Bras. | n.
cariado	adj.
cariama	f.
cariar	v. t. | v. i.
caribé	m. | Bras.
caribes	m. pl.
cariboca	m. | f. | Bras. | t.
cárica	f.
caricacho	m. | Prov. trasm.
caricar	v. t. | p. us. | it.
caricato	adj. | m. | it.
caricatura	f. | it.
caricatural	adj.
caricaturar	v. t.
caricaturista	m.
carícea	f. | lat.
carícia	f. | b. lat. | lat.
cariciar	v. t. | V.
cariciativo	m. | Cf.
cariciável	adj. | Cf.
cariciosamente	adv.
caricioso	adj.
cariçó	m.
caridade	f. | Bras. | n. | iron. | Ant. | as. | lat.
caridosa	f. | Prov. alent. | Cp.
caridosamente	adv.
caridoso	adj.
cárie	f. | lat.
cáries	f. | V.
carifranzido	adj. | p. us.
çarigueia	f.
carijó	f. | Adj. | Bras. | m. | pl.
caril	m.
carilha	f.
carilho	m. | Ant.
carimá	f. | Bras. | t.
cariman	m. | Bras. | n. | t.
carimbado	adj. | Chul.
carimbador	m.
carimbagem	f.
carimbamba	m. | Bras.
carimbar	v. t. | Chul.
carimbo	m. | quimb.
carina	f. | V. | lat.
carinado	adj.
carinão	m.
carinária	f. | lat.
carinegro	adj.
carinha	f. | Gír.
carinho	m.
carinhosa	f. | Prov. alg. | Prov. beir.
carinhosamente	adv.
carinhoso	adj.
carinífero	adj. | lat.
carioca	m. | f. | Bras. | Cf.
carioso	adj. | lat.
cariota	f. | gr.
caripunas	m. | pl.
cariri	m. | Bras. | n.
cariris	m. pl.
carisma	m. | gr.
carístias	f. | pl. | Cf. | lat.
caritativamente	adv.
caritativo	adj.
caritel	m. | Ant.
caritenho	m. | Ant. | lat.
caritó	m. | Bras. | n.
cariz	m. | t. | cast.
carlá	m.
carlagani	m.
carlequim	m. | Ant.
carlina	f. | n. p.
carlina	f. | as. | alter.
carlinga	f. | Náut. | it.
carlíngio	adj. | n. p.
carlino	m. | it.
carlismo	m. | n. p.
carlista	m. | n. p.
carlos-quinto	m.
carlota	f.
carlovingiano	adj. | n. p.
carlovíngio	adj. | n. p.
carludovica	f.
carmanhola	f. | n. p.
carmático	adj.
carme	m. | lat.
carmear	v. t. | der. | orthogr.
carmelina	f. | cast.
carmelita	m. | f. | n. | S. | n. p.
carmelitano	adj.
carmelo	m. | pop. | Cf.
carmental	adj. | Cf. | lat.
carmesim	m. e adj. | ár.
carmesinado	adj.
carmiadeira	f.
carmiador	m. | lat.
carmiar	v. t. | lat.
carmim	m. | ár.
carmina	f.
carminar	v. t.
carminar	v. t. | der.
carminativo	adj. | m. | b. lat.
carmíneo	adj.
carminol	m.
carmona	f. | fr.
carmona	f. | n. p.
carmoso	m. | Gír.
carmufélico	adj.
carnaça	f. | pop.
carnação	f. | lat.
carnada	f.
carnadura	f. | lat.
carnaes	m. pl.
carnagem	f.
carnais	m. pl.
carnal	adj. | m. | f. | lat.
carnalidade	f. | lat.
carnalite	f.
carnalmente	adv.
carnar	v. t. | Cf.
carnário	m.
carnaúba	f.
carnaubeira	f.
carnaval	m. | lat.
carnavalesco	adj.
carnaz	m. | Prov. trasm.
carne	f. | as. | lat.
carne-de-vaca	f.
carneação	f. | Bras.
carnear	v. t. | Bras.
carnecoita	adj. | lat.
carneeiro	adj. | Bras.
carnegão	m.
carneira	f.
carneira	f. e adj.
carneirada	f. | Bras. | Cf.
carneireiro	m.
carneiró	m. | Mad.
carneiro	m. | Bras. | Prov. minh. | cast.
carneiro	m. | b. lat.
carneiro-almiscarado	m.
carneirum	adj.
cárneo	adj. | lat.
carnéola	f.
carnerina	f.
carnestolendas	f. pl. | Cf. | lat.
carniça	f. | Bras. | n.
carniçal	adj.
carnicão	m.
carniçaria	f.
carniceiramente	adv.
carniceiro	adj. | m. | as. | pl.
carniçós	m. | Prov. trasm.
carnifazer	v. i.
carnificação	f.
carnificar-se	v. p. | lat.
carnífice	m. | Adj. | lat.
carnificina	f. | lat.
carniforme	adj. | lat.
carnigão	m.
carníncula	f.
carniola	f. | n. p.
carnismo	m. | neol. | Med.
carnista	m. | f.
carnita	f. | pop.
carnivoridade	f.
carnívoro	adj. | pl. | lat.
carnosidade	f.
carnoso	adj. | lat.
carnudo	adj.
caró	m.
caro	adj. | Adv. | as. | lat.
caro	m. | n. p.
caro	m. | Med. | gr.
caroá	m.
caroal	adj. | Prov. trasm.
caroatá	m.
caroável	adj. | des.
caroba	f.
carobinha	f. | Bras.
caroca	f. | Prov. trasm. | t.
caroça	f. | prov. | Cp.
caroça	f. | prov.
carocar	v. i. | t.
caroceiro	m.
carôcha	f.
carocho	m. | pop. | Prov. minh. | Adj. | Cp.
caroço	m. | pop. | Prov. minh. | cast.
caroço-de-alarce	m.
carocoroca	m.
caroçuda	f. | Prov. alent.
caroçudo	adj. | Bras.
caroé	m.
carola	m. | Adj. | f. | des. | Ant. | lat. | dem.
carola	f. | it.
carolice	f.
carolim	m.
carolina	f.
carolínea	f.
carolino	adj. | b. lat. | n. p.
carolino	adj. | as. | m.
carolismo	m.
carolo	m. | prov. | Prov. minh. | pl. | Cp.
carona	f. | Prov. alent. | Bras. | as. | cast.
caronada	f. | fr.
caronha	f. | Prov. trasm.
carónica	f. | Ant.
carôpa	f. | prov.
carópa	f. | prov.
carópa	f. | Prov. minh.
caropar	v. i. | Prov. minh.
caroquinha	f. | Prov. trasm.
carosol	m.
carótico	adj. | gr.
carótida	f. | gr.
carotídeo	adj. | as.
carotidiano	adj. | as.
caroupo	adj. | Prov. dur. | as. | Cf. | pop.
carpa	f.
carpa	f.
carpal	adj. | Anat.
carpanel	m. | Ant. | t. | cast.
carpanta	f. | Prov. trasm. | t. | cast.
carpar	v. t. | Bras.
çarpar	v. t. | v. i. | cast.
carpear	v. t. | der.
carpectomia	f. | Med. | gr.
carpela	f. | Bot. | fr.
carpelar	adj.
carpelo	m. | Cp.
carpentária	f. | Ant. | lat.
carpento	m. | lat.
carpetanos	m. pl.
carphologia	f. | gr.
carphológico	adj.
carpiadeira	f. | Cf.
carpiar	v. | t. | der. | pop. | etym. | rad. | lat. | corr.
carpição	f. | Bras.
carpideira	f.
carpido	m. | Adj.
carpidor	m. | Adj.
carpidura	f.
carpimento	m.
carpina	m.
carpino	m. | lat.
carpins	m. pl. | prov. | Prov. dur.
carpinseira	f. | Prov. dur.
carpintaria	f.
carpinteirar	v. t.
carpinteiro	m. | t. | lat.
carpintejar	v. i. | v. t. | as. | lat.
carpintina	f. | Prov. alg.
carpir	v. t. | v. i. | Bras. | lat.
carpo	m. | gr.
carpobálsamo	m. | gr.
carpóbolo	m. | gr.
carpócero	m. | gr.
carpofagia	f.
carpófago	adj. | gr.
carpofilo	m. | gr.
carpólitho	m. | gr.
carpólito	m. | gr.
carpologia	f. | gr.
carpológico	adj.
carpomania	f.
carpomorfo	adj. | gr.
carpomorpho	adj. | gr.
carpophagia	f.
carpóphago	adj. | gr.
carpophyllo	m. | gr.
carptor	m.
carque	m. | des.
carqueja	f. | Cp. | cast.
carquejal	m.
carquejeira	f.
carquejeiro	m.
carquilha	f.
carraboiçal	m. | Prov. trasm.
carraça	f. | ﬁg.
carracão	m.
carraçaria	f.
carraceno	adj. | prov.
carrachola	f. | prov.
carraço	m.
carrada	f. | ﬁg.
carrafagem	f. | Ant.
carrajó	m.
carral	adj.
carramelo	m. | Prov. trasm.
carramoiço	m. | V.
carranca	f. | Ant.
carrancada	f.
carranchadas	f. pl. | Prov. trasm.
carranchinhas	f. pl. | Prov. trasm.
carrancholas	f. pl. | Prov. trasm. | as. | Cp.
carrancudo	adj.
carranha	f. | Prov. trasm. | prov.
carranhoso	adj.
carranquear	v. i. | Cf. | v. t.
carranquinha	f. | Prov. minh.
carrão	m.
carrapata	f. | prov.
carrapateiro	m. | prov.
carrapato	m. | cast.
carrapeta	f.
carrapiceiro	m. | Prov. beir. | Cp.
carrapichinho	m.
carrapicho	m. | fam. | Prov. beir.
carrapicho-de-beiço-de-boi	m. | Bras.
carrapiço	m. | prov. | as.
carrapito	m. | Ant. | Prov. minh. | t. | Prov. trasm. | prov.
carrar	v. t. | Prov. trasm.
çarrar	v. t. | der. | p.
carrara	m.
carrasca	f.
carrascal	m.
carrascão	m. e adj.
carrascaria	f.
carrasco	m. | Prov. beir. | Bras.
carrascoso	adj.
carraspana	f. | pop.
carraspeira	f. | Prov. trasm.
carraspuda	adj. | f. | Prov. trasm.
carrasqueiral	m. | V.
carrasqueiro	m.
carrasquenha	f. | Cf. | port. | Agr.
carrasquenho	adj.
carrasquenho-branco	m.
carrasquenho-tinto	m.
carrasquento	adj.
carrasquinha	f. | Prov. alent. | prov.
carreadoiro	m. | Bras.
carreador	m. | Bras.
carreadouro	m. | Bras.
carrear	v. t. | v. i.
cárrebo	m. | Ant.
cárrega	f. | Ant.
carréga	f. | Prov. minh. | Ant.
carréga	f. | prov.
carrega-bêsta	f.
carrega-burro	f.
carrega-madeira	m. | Bras.
carregação	f. | pop.
carregadeira	f. | as. | prov. | pop. | t. | Bras.
carregado	adj. | Heráld.
carregador	m. | as.
carregal	m.
carregamento	m.
carregar	v. t. | v. i. | b. lat.
carrêgo	m. | as. | Bras.
carregonceira	f.
carregoso	adj.
carreira	f. | loc. adv.
carreiró	m. | Mad.
carreirola	f.
carreirote	m.
carrejão	m.
carrejar	v. i.
carrejo	f. | Prov. minh.
carrela	f. | Prov. minh.
carrelo	m. | Prov. trasm. | Cp.
carrêta	f.
carretada	f. | V.
carretagem	f.
carretão	m.
carretar	v. t.
carretas	m. | Prov. trasm.
carrête	m.
carretear	v. t. | V.
carreteira	f. | Prov. trasm. | Prov. beir.
carreteiro	m. | Adj.
carretel	m. | Náut.
carretilha	f. | Prov. alg.
carretilho	m. | Prov. beir.
carrêto	m.
carriagem	f. | Ant.
carrião	m.
carriça	f.
carriçal	m.
carricinha	f. | prov.
carriço	m. | t.
carrijó	m. | prov.
carril	m. | as. | Prov. beir.
carril	m. | n. p.
carrilamento	m.
carrilano	m. | t.
carrilar	v. | t.
carrilhador	m. | V.
carrilhanor	m.
carrilhão	m. | fr.
carrilheira	f. | t. | qual.
carrilho	m. | des. | cast.
carrilho	m. | Prov. trasm.
carrimónia	f. | deprec.
carrimpana	f. | t.
carrinha	f.
carrinho	m. | as.
carriofa	f.
carripada	f. | t.
carripana	f. | prov.
carripoila	f. | prov.
carro	m. | lat.
carro	m. | Náut. | fr.
carroá	f. | Cf.
carroça	f. | b. lat.
carroçada	f.
carroção	m.
carroceiro	m.
carrocel	m. | fr. | inﬂ.
carrocho	m. | Prov. trasm.
carrocho	m. | prov. | Cp.
carrocim	m.
carromato	m. | it.
carroucho	m. | Prov. minh. | V.
carruagem	f.
carruagem	f. | prov. | corr.
carruajar	v. i. | neol. | Cf.
carruca	f. | lat.
carrulo	m. | Prov. minh.
carstenite	f. | Miner. | n. p.
carta	f. | Ant. | lat.
carta	f.
carta-lege	f. | Cf.
cartabaque	m.
cartabuxa	f.
cartabuxar	v. t.
cartáceo	adj. | Bot.
cartada	f. | as.
cartafede	m.
cartaginês	adj. | m. | lat.
cartaloxo	m. | Prov. trasm.
cartamina	f.
cártamo	m. | fam. | ár.
cartão	m.
cartão-pedra	m. | Constr.
cartapácio	m. | b. lat.
cartapé	m.
cartapele	f. | Prov. beir. | as.
cartapelle	f. | Prov. beir. | as.
cartapolinho	m. | Ant. | Cf.
cartário	m. | Ant.
cartasana	f. | des.
cartaxinho	m. | Prov. alent.
cartaxo	m. | t.
cartaz	m. | des.
cartazeiro	m.
carteamento	m.
cartear	v. t. | v. i. | V. | p.
carteio	m.
carteira	f.
carteirista	m.
carteiro	m. | lat.
cartéis	m. pl.
cartel	m. | Ant. | Cf. | Prov. minh. | cast.
cartela	f. | num. | eccles.
carteleta	f. | des. | t. | cast.
cartérico	m. | fam.
cartesianismo	m.
cartesiano	adj. | n. p. | lat.
carteta	f.
carthaginês	adj. | m. | lat.
carthamina	f.
cárthamo	m. | fam. | ár.
cartilagem	f. | Anat. | lat.
cartilagíneo	adj. | lat.
cartilaginoso	adj. | lat.
cartilha	f.
cartismo	m. | Cf.
cartista	m. e adj. | n. p.
cartografia	f.
cartográfico	adj.
cartógrafo	m. | gr.
cartographia	f.
cartográphico	adj.
cartógrapho	m. | gr.
cartola	f. | pop. | Prov. trasm.
cartolada	f. | pop.
cartomancia	f. | gr.
cartomante	m. e adj.
cartonado	adj.
cartonagem	f.
cartonar	v. t.
cartorário	m.
cartório	m.
cartuchame	m.
cartucheira	f. | pop.
cartucheiro	m.
cartucho	m. | Adj. | Cf. | p. | it.
cártula	f. | b. lat.
cartulário	m. | b. lat.
cartulinho	m. | Cp.
cartusiano	adj. | n. p. | lat.
cartuxa	f. | n. p.
cartuxo	m.
caruara	f. | Bras. | n. | guar.
caruata	f. | t. | cast.
caruca	f.
carugem	f. | V.
caruja	f.
carujar	v. i. | prov.
carujeira	f.
carujeiro	m. | t.
carujo	m. | Prov. dur.
carula	f. | Ant.
carulha	f. | Cf. | port. | Ant. | mod. | vb.
caruma	f. | prov. | as. | Prov. minh. | or. | Afr.
caruma-cacuéme	f. | t. | lund.
carumbé	m. | Bras.
carunchar	v. i.
carunchento	adj.
caruncho	m. | ﬁg. | Cp. | lat.
carunchoso	adj. | ﬁg.
carúncula	f. | Zool. | lat.
carundorundo	m.
carunfeiro	m. | Gír.
carunha	f. | Prov. trasm.
caruru	m.
caruru-de-pomba	m. | Bras.
caruru-guaçu	m. | Bras.
cárus	m. | Med. | gr.
caruto	m.
carva	f. | t.
carvalha	f. | Prov. minh. | Adj.
carvalhádega	f. | Ant.
carvalhaes	f. | n. p.
carvalhais	f. | n. p.
carvalhal	m. | f. | Adj.
carvalheira	f.
carvalheiro	m.
carvalhiça	f.
carvalhiço	m.
carvalhinha	f.
carvalho	m. | or. | alter. | lat. | hyp.
carvalhoto	m. | Prov. trasm.
carvão	m. | lat.
carviz	m. | Ant.
carvoaria	f.
carvoeira	f.
carvoeiras	f. pl. | prov.
carvoeiro	m. | pop. | Adj.
carvoejar	v. i.
carvoíço	m. | t.
caryátide	f. | gr.
caryochromo	adj. | gr.
caryocinese	f. | Biol. | gr.
caryocostino	m.
caryophillada-maiór	f.
caryophylláceas	f. pl. | lat.
caryopse	m. | gr.
caryota	f. | gr.
casa	f. | lat.
casabeque	m.
casaca	f. | fam. | m. | pop. | loc. | mal. | fr.
casaca	m. | Bras.
casaca-de-coiro	m. | Bras.
casacão	m.
casacasa	f.
casaco	m. | Cp.
casada	f.
casadeiro	adj.
casadinhos	m. pl. | Bot. | Cf. | p.
casado	adj.
casado	m. | Ant.
casadoiro	adj.
casadouro	adj.
casal	m. | Prov. trasm. | b. lat.
casalar	v. t. | V.
casaleiro	m. | Adj.
casalejo	m. | Cf.
casália	f.
casamata	f. | it.
casamatado	adj.
casamenteiro	adj. | Cf.
casamento	m. | as.
casanção	m. | V.
casante	m. | f. | V.
casão	m. | prov.
casapo	m.
casaquinha	f.
casar	v. | t. | v. i. | p. | mal.
casar	v. t. | Prov. minh. | V.
casarão	m. | mal.
casaréu	m. | prov. | Cf.
casaria	f.
casario	m.
casarupa	f. | Prov. trasm.
casata	f. | Ant. | num. | Cf.
casaveque	m. | V.
casca	f. | ﬁg. | as. | pop. | Gír. | Cp. | cast.
casca-de-anta	f.
casca-de-carvalho	f.
casca-de-caubi	m.
casca-de-jacaré	f.
cascabulho	m. | Bras. | Chul. | Prov. alg.
cascal	m.
cascalense	m. | sing. | n. p.
cascalhada	f.
cascalhada	f. | Cf.
cascalhar	v. i. | Cf.
cascalheira	f. | Prov. alent.
cascalhento	adj.
cascalho	m. | Bras. | Cp. | cast.
cascalhoso	adj.
cascalhudo	adj.
cascalvo	adj.
cascalvo	adj.
cascamurro	adj. | Prov. beir.
cascão	m.
cascar	v. | t. | cast.
cascar	v. t.
cáscara	f. | cast.
cáscara-sagrada	f.
cascarada	f. | Prov. trasm.
cascarejo	m.
cascareta	f. | t.
cascaria	f. | as.
cascariate	m. | Ant.
cascarilha	f. | Cp.
cascarina	f.
cascarna	f. | Prov. trasm.
cascarnoso	adj. | Prov. trasm.
cascaroleta	f. | Prov. trasm.
cascaroso	adj.
cascarra	f. | as.
cascarrão	m. | pop. | prov.
cascarrão	m. | corr.
cascarrear	v. i. | Prov. beir.
cascarreia	f. | Chul. | Ant.
cascarrilha	f. | cast.
cascarrilha	f.
cascas-de-honduras	f. pl.
cascata	f. | pop. | it.
cascatear	v. t. | neol. | Bras.
cascavel	m. | ﬁg. | Bras. | as. | Adj.
cascaveleira	f. | Bras.
casceta	f.
casco	m. | Bras. | pl. | ﬁg. | Cp.
casco	m. | Prov. trasm.
cascol	m. | cast.
cascoso	adj.
cascoso	adj.
cascudo	adj. | m. | Bras. | fam. | n.
cascudo	m. | as.
casculho	m. | V.
casculho	m.
cascunhar	v. t. | Gír. | Ant.
caseação	f. | lat.
caseadeira	f.
caseado	m.
casear	v. t. | Ant. | Cf. | vb.
casebeque	m. | V.
casebre	m.
caseco	m.
caseiforme	adj. | lat.
caseína	f. | lat.
caseira	f. | Cp.
caseira	f. | Bras.
caseiro	adj. | ﬁg. | m. | lat.
casela	f. | pop.
caseoso	adj. | lat.
caseque	m.
caseria	f. | Ant.
caserna	f. | fr.
caserneiro	m.
caseró	m.
cásia	f. | lat.
casibeque	m. | Cf.
casimira	f. | corr.
casimireta	f. | Cf. | ind. | p.
casinha	f. | pop. | as. | Ant. | Prov. alent.
casinhola	f. | pop. | Prov. alent.
casinholo	m.
casinhota	f.
casinhoto	m.
casino	m. | neol. | it.
casmanhato	m. | cast.
casmurrada	f. | Cf.
casmurral	adj. | Cf.
casmurrice	f.
casmurro	m. e adj.
caso	m. | Gram. | lat.
casoar	m. | fr.
casoarina	f. | as.
casola	f. | Cf. | V.
casona	f. | Ant.
casório	m. | Chul.
casota	f.
caspa	f. | t. | cast.
caspacho	m. | prov. | cast.
caspento	adj.
caspilra	f. | Prov. trasm. | mal.
cáspitè!	interj. | Cp. | cast.
casposo	adj.
casqueira	f.
casqueiro	m. | Prov. trasm. | Prov. alent.
casqueiro	m. | Bras. | S.
casquejar	v. i.
casquento	adj.
casquete	m. | fr.
casquibrando	adj.
casquicheio	adj. | ﬁg. | Cf.
casquilha	f.
casquilhada	f.
casquilhagem	f.
casquilhar	v. i.
casquilharia	f.
casquilhice	f.
casquilho	adj. | m. | as.
casquilhório	adj. | Cf.
casquimole	adj.
casquimolle	adj.
casquinada	f. | Cf. | al.
casquinar	v. i. | Cf. | Cp.
casquinha	f. | des.
casquinheiro	m.
casquinho	adj.
casquiseco	adj.
casquisseco	adj.
cassa	f.
cassa-caniza	f.
cassa-co-ripata	f.
cassacão	m. | Ant. | Cf. | vb.
cassala	f.
cassanges	m. pl.
cassapuile	m.
cassar	v. t. | Ant. | lat.
cassatinga	f.
casse	m.
casse-tete	m. | t. | fr.
cassear	v. i. | Náut. | Cf.
cassesso	m. | t. | Cf.
cássia	f.
cássia-fístula	f.
cassiabeira	f.
cassiáceas	f. pl.
cassico	m.
cássida	f. | lat.
cassidária	f.
cassidários	m. pl.
cassídeas	f. pl.
cassidónia	f.
cassidulina	f.
cassídulo	m.
cassina	f.
cassineta	f. | Cp.
cassínia	f.
cassino	m. | V.
cassiopeia	f. | gr. | n. p.
cassique	m.
cássis	m. | lat.
cassiterita	f. | gr.
cassiterite	f. | gr.
cassoco	m. | Cp.
cassoilo	m. | V.
cassoiro	m. | Náut. | V.
cassolete	m. | Cf.
cassonete	m.
cassoquim	m. | pop.
cassoquinho	m.
cassungo	m. | Cf. | pl.
casta	f. | Cp.
castalho	m.
castamente	adv.
castâneas	f. pl.
castâneo	adj. | lat.
castanha	f. | Prov. alent. | Chul. | Veter. | pl. | lat.
castanha-da-índia	f. | Prov. beir.
castanha-de-macaco	f.
castanhada	f. | Prov. alent.
castanhal	m.
castanhedo	m.
castanheira	f.
castanheiro	m.
castanheiro-da-índia	m.
castanheiro-de-flôres-vermelhas	m.
castanheta	f. | pl.
castanhetear	v. i.
castanho	adj. | m. | Prov. trasm.
castanhol	m. | Ant.
castanholar	v. | t.
castanholas	f. pl. | Prov. minh. | prov.
castanhoso	adj.
castanita	f. | as. | lat.
castão	m. | al.
castelã	f. e adj. | Prov. alent.
castelada	f. | Heráld.
castelan	
castelan	f. e adj. | Prov. alent.
castelania	f.
castelão	m. | lat.
castelão	m. | Ant. | Adj. | des. | Cf. | f. | n. p.
castelaria	f. | Cp. | b. lat.
castelário	m. | des.
castelático	adj.
casteleiras	loc. adv. | as. | us.
casteleiro	adj. | Cf. | m.
castelejo	m.
casteleta	f.
castelete	m. | Cf.
castelhana	f. | Prov. alent.
castelhana	f. | Bras.
castelhanada	f. | Cf. | prov.
castelhanamente	adv.
castelhanismo	m.
castelhanizar	v. t.
castelhano	adj. | m. | n. p. | cast.
castella	f. | n. p.
castellada	f. | Heráld.
castellan	
castellan	f. e adj. | Prov. alent.
castellania	f.
castellão	m. | lat.
castellão	m. | Ant. | Adj. | des. | Cf. | f. | n. p.
castellão-branco	m.
castellão-francês	m.
castellaria	f. | Cp. | b. lat.
castellário	m. | des.
castellático	adj.
castelleiras	loc. adv. | as. | us.
castelleiro	adj. | Cf. | m.
castellejo	m.
castelleta	f.
castellete	m. | Cf.
castello	m. | Ant. | pl. | lat.
castellôa	f.
castelo	m. | Ant. | pl. | lat.
castelôa	f.
casteval	m. | Ant. | Cf. | port.
castiçal	m. | lat. barb. | germ.
castiçar	v. t.
castiço	adj. | Prov. alent. | m. | Gír.
castidade	f. | lat.
castificar	v. t. | lat.
castigação	f. | V.
castigador	m. e adj.
castigamento	m. | Ant.
castigar	v. t. | lat.
castigável	adj.
castigo	m. | Taur.
castileja	f.
castilha	f.
castilho	m. | Açor. | cast.
castiliano	adj.
castilleja	f.
castina	f. | fr.
castinça	f. | Prov. trasm.
castinçal	m.
castinceira	f.
castinceiro	m.
castinha	f.
castinheiro	m. | alter. | pop.
castival	m. | Ant. | Cf. | port.
casto	adj. | lat.
castor	m. | Cf. | lat.
castorato	m. | Sal.
castorenho	m. | cast.
castóreo	m. | lat.
castórico	adj.
castorina	f. | lat.
castração	f. | lat.
castrado	m.
castrador	m.
castrametação	f. | lat.
castrametar	v. t. | v. i. | lat.
castrar	v. t. | lat.
castreja	fem.
castrejo	m. | Prov. minh. | n. p.
castrejo	m.
castrello	m. | Ant. | b. lat.
castrelo	m. | Ant. | b. lat.
castrense	adj. | lat.
castro	m. | lat.
castrodaire	f. | n. p.
castrolomancia	f. | Cf.
casual	adj. | lat.
casualidade	f.
casualmente	adv.
casucha	f.
casuco	m. | Prov. alent.
casuísta	m.
casuística	f.
casuístico	adj.
casula	f. | Prov. trasm. | Cp.
casula	f. | lat.
casulo	m. | t.
casuloso	adj.
casunguel	m. | Náut.
casuso	adv.
cata	f. | Bras.
cata	f.
cata	f.
cata-grande	f.
catabolismo	m. | Med. | Cp.
catacáustica	f. | Phýs. | gr.
catacego	adj. | pop.
cataceto	m. | Bras.
catachrese	f. | gr.
cataclisma	f. | p. us.
cataclísmico	adj.
cataclismo	m. | gr.
cataclismologia	f. | gr.
cataclysma	f. | p. us.
cataclýsmico	adj.
cataclysmo	m. | gr.
cataclysmologia	f. | gr.
catacrese	f. | gr.
catacumbas	f. pl. | b. lat.
catacus	m. | Prov. alent.
catacústica	f. | Phýs. | gr.
catacústico	adj.
catadióptrica	f. | Phýs. | gr.
catadióptrico	adj.
catador	m. | Bras.
catadupa	f. | gr.
catadupejar	v. i.
catadura	f.
catafalco	m. | b. lat.
catafeder	v. i. | Prov. dur. | mal.
catafonia	f. | gr.
catafónica	f. | gr.
catáfora	f. | gr.
cataforese	f. | Med.
catafracta	f. | Ant. | lat.
catafractário	m. | lat.
catafracto	m. | lat.
cataglóssio	m. | gr.
cataglosso	m. | Med. | gr.
cataglotismo	m. | gr.
cataglottismo	m. | gr.
catagmático	adj. | Cir. | gr.
catagrama	f. | gr.
catagramma	f. | gr.
cataia	f.
catalana	f. | Prov. minh.
catalânico	adj. | Cf.
catalão	m. | pl. | Adj. | cast.
